id,loan_amnt,loan_amnt_band,term_months,int_rate,installment,grade,sub_grade,purpose,emp_length_years,home_ownership,annual_inc,income_band,verification_status,dti,addr_state,pub_rec,delinq_2yrs,revol_util,open_acc,total_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,loan_status,is_default
1035160,15800,15-20k,60,19.03,410.13,E,E2,debt_consolidation,10.0,MORTGAGE,75000.0,60-80k,Verified,20.1,VA,0,0,83.2,15,32,0,2011-12-01,1990-03-01,Fully Paid,0
1035219,18000,15-20k,36,10.65,586.32,B,B2,credit_card,4.0,RENT,68000.0,60-80k,Verified,10.66,NY,0,0,68.2,11,20,0,2011-11-01,2001-11-01,Fully Paid,0
1030266,6400,5-10k,36,8.9,203.23,A,A5,credit_card,4.0,RENT,37000.0,<40k,Source Verified,11.84,VT,0,0,75.6,6,25,0,2011-11-01,2001-02-01,Fully Paid,0
1035202,6000,5-10k,36,7.51,186.67,A,A3,credit_card,8.0,RENT,30000.0,<40k,Source Verified,17.56,CA,0,0,73.0,5,22,0,2011-11-01,1989-04-01,Fully Paid,0
1035203,6000,5-10k,36,8.9,190.52,A,A5,debt_consolidation,2.0,RENT,55000.0,40-60k,Source Verified,14.71,AZ,0,0,59.9,11,27,0,2011-11-01,2001-11-01,Fully Paid,0
1030351,5000,<5k,36,11.71,165.38,B,B3,other,4.0,RENT,21600.0,<40k,Source Verified,9.56,CA,0,0,74.4,6,8,0,2011-11-01,2007-09-01,Fully Paid,0
1027926,26400,20k+,60,19.91,698.12,E,E4,debt_consolidation,6.0,MORTGAGE,103000.0,100k+,Verified,13.41,PA,0,0,52.2,8,33,0,2011-12-01,1994-11-01,Fully Paid,0
1035174,11300,10-15k,36,14.65,389.79,C,C3,debt_consolidation,1.0,MORTGAGE,70000.0,60-80k,Not Verified,5.85,UT,0,1,89.7,4,11,0,2011-12-01,1998-03-01,Fully Paid,0
1035176,14000,10-15k,36,14.27,480.33,C,C2,debt_consolidation,5.0,MORTGAGE,86000.0,80-100k,Not Verified,8.86,TX,0,0,62.8,11,22,0,2011-11-01,1996-08-01,Fully Paid,0
1035105,15000,10-15k,36,16.29,529.51,D,D1,credit_card,5.0,OWN,50000.0,40-60k,Source Verified,22.44,CA,0,0,93.0,5,8,0,2011-11-01,2000-10-01,Fully Paid,0
1035171,23600,20k+,36,13.49,800.76,C,C1,credit_card,10.0,RENT,102000.0,100k+,Verified,14.19,SC,0,0,83.9,17,29,0,2011-11-01,1997-12-01,Fully Paid,0
1034394,5100,5-10k,36,8.9,161.95,A,A5,debt_consolidation,1.0,MORTGAGE,36000.0,<40k,Source Verified,21.57,NC,0,0,56.2,9,17,0,2011-11-01,1999-12-01,Fully Paid,0
1035162,7500,5-10k,36,8.9,238.15,A,A5,wedding,0.0,MORTGAGE,75000.0,60-80k,Source Verified,7.49,FL,0,0,84.7,5,17,0,2011-11-01,1995-12-01,Fully Paid,0
1035053,10000,5-10k,36,10.65,325.74,B,B2,credit_card,10.0,RENT,58000.0,40-60k,Source Verified,9.72,NY,0,0,52.8,7,14,0,2011-11-01,1992-11-01,Fully Paid,0
1035086,6000,5-10k,36,19.42,221.22,E,E3,debt_consolidation,2.0,RENT,36000.0,<40k,Source Verified,15.57,NM,0,0,97.5,3,6,0,2011-11-01,2007-01-01,Fully Paid,0
1034948,2000,<5k,36,14.27,68.62,C,C2,other,10.0,OWN,100000.0,80-100k,Verified,14.92,NY,0,1,77.8,9,18,0,2011-11-01,1991-07-01,Fully Paid,0
1034598,6000,5-10k,36,7.51,186.67,A,A3,major_purchase,10.0,MORTGAGE,45000.0,40-60k,Verified,27.73,TX,0,0,40.2,15,33,0,2011-11-01,1986-08-01,Fully Paid,0
1035079,18000,15-20k,60,20.3,479.9,E,E5,debt_consolidation,1.0,RENT,55000.0,40-60k,Source Verified,12.87,CA,0,0,83.4,8,19,0,2011-12-01,2005-01-01,Fully Paid,0
1035067,10000,5-10k,36,16.77,355.39,D,D2,debt_consolidation,3.0,RENT,49000.0,40-60k,Source Verified,20.4,MO,0,1,82.1,11,24,0,2011-11-01,2000-05-01,Fully Paid,0
1034932,24000,20k+,60,21.67,658.36,F,F3,credit_card,7.0,RENT,85000.0,80-100k,Verified,19.93,CT,0,1,70.3,17,42,0,2011-12-01,1998-01-01,Fully Paid,0
1034923,10000,5-10k,36,12.42,334.16,B,B4,credit_card,2.0,RENT,26000.0,<40k,Source Verified,12.83,CT,0,0,69.6,8,14,0,2011-11-01,2004-09-01,Fully Paid,0
1035063,10000,5-10k,36,16.77,355.39,D,D2,credit_card,3.0,RENT,40000.0,<40k,Not Verified,21.63,CA,0,0,98.8,9,31,0,2011-11-01,2003-10-01,Fully Paid,0
1030426,10175,10-15k,36,12.69,341.32,B,B5,credit_card,10.0,MORTGAGE,45136.0,40-60k,Not Verified,10.79,NY,0,0,47.3,12,25,0,2011-11-01,2001-03-01,Fully Paid,0
1035062,17000,15-20k,60,19.03,441.28,E,E2,debt_consolidation,3.0,RENT,78050.0,60-80k,Not Verified,16.84,VA,0,0,89.2,10,42,0,2011-12-01,1997-10-01,Charged Off,1
1022965,5600,5-10k,36,7.9,175.23,A,A4,debt_consolidation,8.0,MORTGAGE,32000.0,<40k,Verified,23.85,FL,0,0,26.3,10,24,0,2011-11-01,1997-08-01,Fully Paid,0
1034896,20000,15-20k,60,18.25,510.6,D,D5,debt_consolidation,0.0,RENT,102000.0,100k+,Verified,9.26,MD,0,0,81.2,10,13,0,2011-12-01,2001-07-01,Charged Off,1
1034912,10000,5-10k,36,11.71,330.76,B,B3,credit_card,4.0,RENT,50000.0,40-60k,Not Verified,10.99,NY,0,1,49.2,9,16,0,2011-11-01,2006-03-01,Fully Paid,0
1035054,5600,5-10k,36,15.27,194.87,C,C4,debt_consolidation,10.0,RENT,46000.0,40-60k,Verified,4.8,NH,0,0,60.2,9,17,0,2011-11-01,2002-12-01,Fully Paid,0
1035051,2800,<5k,36,10.65,91.21,B,B2,credit_card,10.0,MORTGAGE,136000.0,100k+,Source Verified,10.83,NY,0,0,77.3,8,33,0,2011-11-01,1990-07-01,Fully Paid,0
1034899,9600,5-10k,36,11.71,317.53,B,B3,small_business,2.0,MORTGAGE,62100.0,60-80k,Verified,11.0,MT,0,2,35.4,9,22,0,2011-11-01,1998-12-01,Fully Paid,0
1008652,24000,20k+,36,6.62,736.89,A,A2,debt_consolidation,10.0,MORTGAGE,88620.0,80-100k,Verified,4.06,AL,0,0,32.2,12,25,0,2011-11-01,1995-12-01,Fully Paid,0
1035025,18400,15-20k,60,14.27,430.72,C,C2,debt_consolidation,3.0,MORTGAGE,61938.0,60-80k,Source Verified,9.01,AL,0,0,69.4,5,6,0,2011-12-01,1991-10-01,Charged Off,1
1034802,9000,5-10k,36,6.62,276.34,A,A2,debt_consolidation,10.0,MORTGAGE,98400.0,80-100k,Source Verified,12.93,IL,0,0,76.7,13,45,0,2011-11-01,1992-12-01,Fully Paid,0
1035032,30750,20k+,60,19.91,813.15,E,E4,debt_consolidation,10.0,RENT,65000.0,60-80k,Verified,19.42,OH,0,0,73.2,7,16,0,2011-12-01,2002-06-01,Fully Paid,0
1035022,6000,5-10k,36,12.42,200.5,B,B4,debt_consolidation,0.0,RENT,30000.0,<40k,Source Verified,21.64,IL,0,0,69.5,7,8,0,2011-11-01,2003-12-01,Fully Paid,0
1034865,5000,<5k,36,15.96,175.69,C,C5,credit_card,4.0,RENT,41000.0,40-60k,Source Verified,23.47,NY,0,0,75.5,17,24,0,2011-11-01,1998-10-01,Charged Off,1
1034832,33600,20k+,60,20.3,895.82,E,E5,debt_consolidation,2.0,MORTGAGE,240000.0,100k+,Not Verified,13.56,GA,0,2,87.3,12,26,0,2011-12-01,1980-10-01,Fully Paid,0
1034816,10000,5-10k,36,10.65,325.74,B,B2,debt_consolidation,10.0,MORTGAGE,48000.0,40-60k,Not Verified,9.47,CT,0,0,69.6,9,12,0,2011-11-01,1994-05-01,Fully Paid,0
1034807,16800,15-20k,60,16.77,415.45,D,D2,debt_consolidation,8.0,MORTGAGE,55000.0,40-60k,Source Verified,20.57,GA,0,0,73.7,10,37,0,2011-12-01,1997-12-01,Charged Off,1
1033565,22000,20k+,60,14.65,519.35,C,C3,credit_card,10.0,MORTGAGE,85500.0,80-100k,Verified,27.9,PA,0,0,60.0,14,34,0,2011-12-01,1989-09-01,Charged Off,1
1034757,10800,10-15k,36,7.51,336.0,A,A3,debt_consolidation,10.0,RENT,75000.0,60-80k,Source Verified,16.59,OK,0,0,59.2,9,24,0,2011-11-01,1988-05-01,Charged Off,1
1034746,7200,5-10k,36,10.65,234.53,B,B2,credit_card,10.0,RENT,50000.0,40-60k,Not Verified,24.55,FL,0,0,81.9,8,15,0,2011-11-01,1998-09-01,Fully Paid,0
1034776,10625,10-15k,36,14.27,364.54,C,C2,debt_consolidation,10.0,MORTGAGE,25000.0,<40k,Not Verified,14.74,VA,0,0,68.2,7,11,0,2011-11-01,2003-07-01,Fully Paid,0
1034778,5000,<5k,36,15.96,175.69,C,C5,moving,1.0,RENT,35000.0,<40k,Source Verified,2.43,NY,0,0,18.8,10,19,0,2011-11-01,2006-01-01,Charged Off,1
1034771,10000,5-10k,36,15.27,347.98,C,C4,debt_consolidation,8.0,RENT,49639.62,40-60k,Not Verified,21.39,MA,0,0,50.0,22,39,0,2011-11-01,1994-05-01,Fully Paid,0
1034552,5000,<5k,36,13.49,169.66,C,C1,other,6.0,RENT,40752.0,40-60k,Not Verified,23.5,CA,0,0,40.0,12,13,0,2011-11-01,2007-05-01,Fully Paid,0
1034550,8400,5-10k,36,6.62,257.92,A,A2,debt_consolidation,1.0,MORTGAGE,62000.0,60-80k,Source Verified,1.84,AL,0,0,74.6,16,33,0,2011-11-01,1983-10-01,Fully Paid,0
1034733,25000,20k+,60,18.64,643.58,E,E1,small_business,10.0,RENT,50000.0,40-60k,Source Verified,5.81,CA,0,0,96.1,2,7,0,2011-12-01,2000-11-01,Charged Off,1
1034539,24000,20k+,60,17.58,603.98,D,D4,major_purchase,0.0,RENT,72000.0,60-80k,Source Verified,20.48,CA,0,0,60.9,9,16,0,2011-12-01,2003-10-01,Fully Paid,0
1034722,4800,<5k,36,7.9,150.2,A,A4,debt_consolidation,4.0,RENT,95000.0,80-100k,Source Verified,10.74,CA,0,0,55.0,10,26,0,2011-11-01,1999-06-01,Fully Paid,0
1034529,14000,10-15k,36,14.65,482.92,C,C3,debt_consolidation,10.0,MORTGAGE,78000.0,60-80k,Verified,25.97,OK,0,0,1.1,13,39,0,2011-11-01,1995-03-01,Charged Off,1
1034518,7000,5-10k,36,13.49,237.52,C,C1,debt_consolidation,10.0,MORTGAGE,125000.0,100k+,Verified,23.6,CA,0,1,85.1,16,39,0,2011-11-01,1984-08-01,Fully Paid,0
1034517,15000,10-15k,36,16.77,533.08,D,D2,debt_consolidation,3.0,RENT,50000.0,40-60k,Verified,16.13,CA,0,0,79.7,7,14,0,2011-11-01,2005-02-01,Fully Paid,0
1034507,13000,10-15k,36,12.42,434.4,B,B4,credit_card,7.0,RENT,38000.0,<40k,Not Verified,7.77,CO,0,0,68.0,5,8,0,2011-11-01,2006-05-01,Fully Paid,0
1034512,30000,20k+,36,14.27,1029.27,C,C2,credit_card,1.0,MORTGAGE,125000.0,100k+,Verified,13.93,CA,0,0,47.0,19,47,0,2011-12-01,2000-09-01,Fully Paid,0
1034692,6400,5-10k,36,8.9,203.23,A,A5,small_business,4.0,RENT,32000.0,<40k,Not Verified,9.26,VA,0,0,69.5,7,12,0,2011-11-01,1999-05-01,Fully Paid,0
1034684,5650,5-10k,36,9.91,182.08,B,B1,debt_consolidation,10.0,RENT,51000.0,40-60k,Verified,17.29,GA,0,0,56.8,11,13,0,2011-12-01,1996-07-01,Fully Paid,0
1034502,7000,5-10k,36,7.51,217.78,A,A3,major_purchase,7.0,RENT,60000.0,40-60k,Not Verified,25.56,WA,0,0,19.4,13,23,0,2011-11-01,1999-11-01,Fully Paid,0
1034463,8500,5-10k,36,11.71,281.15,B,B3,debt_consolidation,3.0,RENT,25000.0,<40k,Source Verified,18.43,CA,0,0,85.3,6,6,0,2011-11-01,2006-11-01,Fully Paid,0
1034368,28000,20k+,60,15.96,680.32,C,C5,debt_consolidation,3.0,MORTGAGE,60000.0,40-60k,Verified,8.32,WI,0,0,89.8,4,11,0,2011-12-01,1998-01-01,Fully Paid,0
1030638,7000,5-10k,36,7.51,217.78,A,A3,credit_card,6.0,RENT,37740.0,<40k,Source Verified,16.72,CA,0,0,18.3,10,12,0,2011-11-01,2004-10-01,Fully Paid,0
1034454,30000,20k+,60,20.89,809.75,F,F1,credit_card,5.0,MORTGAGE,96000.0,80-100k,Verified,14.6,AZ,0,1,66.6,12,37,0,2011-12-01,1985-08-01,Fully Paid,0
1034632,20000,15-20k,36,12.69,670.9,B,B5,debt_consolidation,2.0,RENT,94500.0,80-100k,Verified,21.3,CA,0,0,74.2,17,28,0,2011-12-01,1992-09-01,Fully Paid,0
1034427,6000,5-10k,36,14.27,205.86,C,C2,debt_consolidation,10.0,RENT,32000.0,<40k,Not Verified,21.94,CA,0,3,66.7,14,34,0,2011-11-01,2001-05-01,Fully Paid,0
1034418,10000,5-10k,36,7.9,312.91,A,A4,car,9.0,MORTGAGE,72000.0,60-80k,Source Verified,15.12,WI,0,0,38.3,6,46,0,2011-11-01,1999-07-01,Fully Paid,0
1034587,12000,10-15k,36,7.9,375.49,A,A4,debt_consolidation,5.0,RENT,100000.0,80-100k,Not Verified,18.2,NJ,0,0,75.5,13,25,0,2011-11-01,1997-05-01,Fully Paid,0
1025155,12500,10-15k,60,21.28,340.14,F,F2,home_improvement,0.0,MORTGAGE,100000.0,80-100k,Source Verified,5.48,CA,0,0,27.6,5,7,0,2011-12-01,2007-12-01,Fully Paid,0
1034396,16450,15-20k,60,17.27,411.22,D,D3,credit_card,6.0,RENT,38000.0,<40k,Verified,24.85,OH,0,0,74.9,13,18,0,2011-12-01,1992-07-01,Fully Paid,0
1034389,2500,<5k,36,15.27,87.0,C,C4,other,0.0,RENT,39420.0,<40k,Source Verified,21.61,HI,0,2,58.7,15,27,0,2011-11-01,2000-04-01,Fully Paid,0
1031076,6200,5-10k,36,7.9,194.0,A,A4,major_purchase,0.0,OWN,15000.0,<40k,Source Verified,7.6,FL,0,0,12.4,7,10,0,2011-11-01,2007-03-01,Fully Paid,0
1034326,12000,10-15k,36,12.69,402.54,B,B5,credit_card,10.0,RENT,62000.0,60-80k,Verified,22.66,NJ,0,0,61.4,11,29,0,2011-11-01,2001-04-01,Fully Paid,0
1034112,10000,5-10k,36,14.27,343.09,C,C2,credit_card,2.0,RENT,45000.0,40-60k,Not Verified,4.93,TX,0,0,82.4,3,4,0,2011-11-01,2005-09-01,Fully Paid,0
1032244,4800,<5k,36,16.29,169.45,D,D1,debt_consolidation,10.0,OWN,30000.0,<40k,Verified,16.72,MN,0,0,87.9,9,12,0,2011-11-01,2006-08-01,Fully Paid,0
1034124,17050,15-20k,36,12.69,571.94,B,B5,debt_consolidation,7.0,MORTGAGE,60000.0,40-60k,Verified,20.84,CA,0,0,74.5,12,46,0,2011-11-01,1998-11-01,Fully Paid,0
1033959,12700,10-15k,36,14.27,435.73,C,C2,debt_consolidation,3.0,RENT,23000.0,<40k,Verified,10.07,FL,0,0,61.7,6,15,0,2011-11-01,2006-10-01,Fully Paid,0
1034117,35000,20k+,60,19.91,925.54,E,E4,debt_consolidation,5.0,MORTGAGE,110000.0,100k+,Verified,10.9,CO,0,1,52.8,7,18,0,2011-12-01,1987-01-01,Fully Paid,0
1034017,12000,10-15k,60,20.3,319.94,E,E5,home_improvement,5.0,MORTGAGE,48000.0,40-60k,Source Verified,14.65,VA,0,0,77.0,5,8,0,2011-12-01,2007-06-01,Charged Off,1
1034316,15000,10-15k,60,19.91,396.66,E,E4,debt_consolidation,2.0,RENT,48000.0,40-60k,Verified,20.82,OH,0,0,81.5,11,23,0,2011-12-01,2001-12-01,Fully Paid,0
1034236,24000,20k+,60,19.03,622.97,E,E2,credit_card,0.0,RENT,70000.0,60-80k,Verified,17.67,TX,0,0,85.8,6,12,0,2011-12-01,2006-11-01,Fully Paid,0
1034299,35000,20k+,60,19.42,916.03,E,E3,credit_card,10.0,MORTGAGE,185000.0,100k+,Verified,16.72,NV,0,0,89.6,16,37,0,2011-12-01,1983-08-01,Fully Paid,0
1034287,11200,10-15k,36,17.27,400.82,D,D3,debt_consolidation,2.0,RENT,36840.0,<40k,Not Verified,14.07,NV,0,0,95.8,2,5,0,2011-11-01,2003-09-01,Fully Paid,0
1034063,7000,5-10k,36,11.71,231.54,B,B3,credit_card,10.0,RENT,50000.0,40-60k,Verified,24.24,FL,0,0,93.2,10,32,0,2011-11-01,1997-08-01,Fully Paid,0
1034283,6200,5-10k,60,19.42,162.27,E,E3,credit_card,8.0,RENT,55000.0,40-60k,Source Verified,11.35,VA,0,0,92.2,10,19,0,2011-11-01,2004-05-01,Fully Paid,0
1034285,20000,15-20k,60,15.96,485.94,C,C5,credit_card,10.0,MORTGAGE,60000.0,40-60k,Verified,23.54,CA,0,0,73.5,10,22,0,2011-12-01,1995-08-01,Fully Paid,0
1034059,35000,20k+,60,23.91,1005.06,G,G4,debt_consolidation,10.0,RENT,81500.0,80-100k,Verified,21.92,MD,0,0,98.2,7,31,0,2011-12-01,1992-03-01,Charged Off,1
1034032,12000,10-15k,36,16.77,426.47,D,D2,credit_card,10.0,RENT,48000.0,40-60k,Verified,11.78,NY,0,0,92.2,11,20,0,2011-11-01,1993-03-01,Fully Paid,0
1034262,8500,5-10k,60,20.3,226.62,E,E5,debt_consolidation,6.0,RENT,82000.0,80-100k,Verified,10.6,NJ,0,0,87.9,6,12,0,2011-11-01,2007-08-01,Fully Paid,0
1034247,12000,10-15k,36,6.62,368.45,A,A2,credit_card,8.0,RENT,45000.0,40-60k,Not Verified,9.89,MN,0,0,60.9,10,31,0,2011-11-01,2000-04-01,Fully Paid,0
1034255,12000,10-15k,60,13.49,276.06,C,C1,debt_consolidation,9.0,RENT,50000.0,40-60k,Verified,24.82,CA,0,0,81.2,14,31,0,2011-12-01,1998-12-01,Fully Paid,0
1034051,20000,15-20k,60,17.27,499.96,D,D3,credit_card,10.0,RENT,56508.0,40-60k,Source Verified,23.08,CA,0,1,60.9,11,21,0,2011-12-01,2002-06-01,Charged Off,1
1034218,10400,10-15k,36,13.49,352.88,C,C1,debt_consolidation,1.0,RENT,57460.0,40-60k,Verified,22.62,NY,0,0,73.1,9,13,0,2011-11-01,2004-04-01,Fully Paid,0
1034228,5000,<5k,36,12.69,167.73,B,B5,wedding,2.0,RENT,60400.0,60-80k,Source Verified,12.87,FL,0,1,66.6,3,15,0,2011-11-01,1990-06-01,Fully Paid,0
1033995,8400,5-10k,36,17.27,300.62,D,D3,debt_consolidation,8.0,RENT,34000.0,<40k,Verified,12.85,CA,0,0,89.5,8,9,0,2011-11-01,2000-05-01,Fully Paid,0
1033998,24000,20k+,60,21.67,658.36,F,F3,debt_consolidation,10.0,MORTGAGE,98000.0,80-100k,Verified,18.02,VA,0,0,88.8,12,24,0,2011-12-01,1992-12-01,Fully Paid,0
1034013,20000,15-20k,36,12.42,668.31,B,B4,debt_consolidation,6.0,RENT,100000.0,80-100k,Source Verified,26.4,MA,0,0,95.6,10,29,0,2011-11-01,1996-09-01,Fully Paid,0
1033990,11000,10-15k,36,13.49,373.24,C,C1,home_improvement,10.0,RENT,50000.0,40-60k,Verified,11.02,NJ,0,0,65.0,6,16,0,2011-11-01,1989-10-01,Fully Paid,0
1033999,18950,15-20k,60,19.03,491.89,E,E2,credit_card,3.0,MORTGAGE,49500.0,40-60k,Verified,13.99,CO,0,0,97.4,9,20,0,2011-12-01,1997-11-01,Fully Paid,0
1034179,12000,10-15k,36,11.71,396.92,B,B3,debt_consolidation,10.0,RENT,35000.0,<40k,Not Verified,13.37,CT,0,0,85.7,5,20,0,2011-11-01,1996-04-01,Fully Paid,0
1033980,20000,15-20k,36,11.71,661.52,B,B3,debt_consolidation,2.0,OWN,50000.0,40-60k,Verified,15.98,NC,0,0,55.3,15,26,0,2011-11-01,1994-05-01,Fully Paid,0
1033948,12000,10-15k,36,14.27,411.71,C,C2,credit_card,0.0,RENT,159500.0,100k+,Source Verified,13.71,TX,0,0,83.3,15,39,0,2011-11-01,1989-02-01,Charged Off,1
1033938,7200,5-10k,36,17.58,258.79,D,D4,debt_consolidation,10.0,RENT,56000.0,40-60k,Not Verified,8.64,FL,0,0,94.1,11,17,0,2011-11-01,1995-11-01,Fully Paid,0
1033977,33950,20k+,36,7.9,1062.31,A,A4,debt_consolidation,7.0,MORTGAGE,91000.0,80-100k,Verified,24.71,NC,0,0,59.6,13,29,0,2011-11-01,1987-08-01,Fully Paid,0
1033590,12600,10-15k,60,16.77,311.59,D,D2,debt_consolidation,2.0,RENT,41000.0,40-60k,Not Verified,20.22,WA,0,1,78.7,9,11,0,2011-12-01,2003-12-01,Fully Paid,0
1033754,15000,10-15k,36,11.71,496.14,B,B3,debt_consolidation,0.0,RENT,60000.0,40-60k,Source Verified,15.56,NY,0,1,56.5,17,40,0,2011-11-01,2003-03-01,Fully Paid,0
1033743,4250,<5k,36,12.69,142.57,B,B5,credit_card,7.0,RENT,50000.0,40-60k,Not Verified,9.26,NY,0,0,57.2,14,16,0,2011-11-01,2006-11-01,Fully Paid,0
1033888,7000,5-10k,36,9.91,225.58,B,B1,credit_card,5.0,RENT,62000.0,60-80k,Not Verified,5.01,AZ,0,0,58.2,7,36,0,2011-11-01,1985-12-01,Fully Paid,0
1033918,1500,<5k,36,15.96,52.71,C,C5,small_business,10.0,MORTGAGE,97000.0,80-100k,Source Verified,19.63,CA,0,0,85.7,11,27,0,2011-11-01,1992-10-01,Fully Paid,0
1033741,25000,20k+,36,7.9,782.26,A,A4,home_improvement,10.0,MORTGAGE,200000.0,100k+,Source Verified,0.0,MA,0,0,0.0,6,14,0,2011-11-01,1988-02-01,Fully Paid,0
1033715,15600,15-20k,60,20.3,415.92,E,E5,debt_consolidation,5.0,RENT,85000.0,80-100k,Source Verified,18.9,AZ,0,0,80.8,9,22,0,2011-12-01,1997-07-01,Fully Paid,0
1033719,21000,20k+,60,18.64,540.61,E,E1,debt_consolidation,10.0,RENT,110000.0,100k+,Source Verified,13.57,CA,0,0,92.3,14,36,0,2011-12-01,1996-02-01,Fully Paid,0
1033717,20000,15-20k,60,12.69,451.9,B,B5,debt_consolidation,7.0,RENT,65918.0,60-80k,Source Verified,15.53,CA,0,0,56.0,5,21,0,2011-12-01,1996-05-01,Fully Paid,0
1033885,20000,15-20k,60,13.49,460.1,C,C1,credit_card,3.0,MORTGAGE,55000.0,40-60k,Source Verified,20.62,CA,0,0,52.4,7,10,0,2011-12-01,2003-12-01,Charged Off,1
1033865,12000,10-15k,36,8.9,381.04,A,A5,debt_consolidation,5.0,RENT,42900.0,40-60k,Not Verified,16.03,TX,0,0,76.8,9,30,0,2011-11-01,1999-11-01,Fully Paid,0
1033711,10000,5-10k,36,12.69,335.45,B,B5,credit_card,10.0,RENT,51000.0,40-60k,Not Verified,10.16,CA,0,0,96.5,8,11,0,2011-11-01,2000-11-01,Fully Paid,0
1028694,5800,5-10k,60,19.03,150.56,E,E2,debt_consolidation,10.0,MORTGAGE,51300.0,40-60k,Verified,17.44,CA,0,0,94.2,6,33,0,2011-11-01,2001-02-01,Fully Paid,0
1033835,2400,<5k,36,12.42,80.2,B,B4,moving,3.0,RENT,45000.0,40-60k,Not Verified,16.4,NY,0,0,23.5,20,39,0,2011-11-01,2003-02-01,Fully Paid,0
1033887,28100,20k+,60,14.65,663.35,C,C3,debt_consolidation,9.0,RENT,60000.0,40-60k,Verified,24.16,PA,0,0,62.8,7,23,0,2011-12-01,1997-11-01,Fully Paid,0
750710,4500,<5k,36,6.62,138.17,A,A2,credit_card,10.0,MORTGAGE,72000.0,60-80k,Not Verified,15.77,MI,0,0,75.1,7,20,0,2011-11-01,1988-01-01,Fully Paid,0
1033679,4800,<5k,36,10.65,156.36,B,B2,credit_card,1.0,RENT,26000.0,<40k,Not Verified,11.82,MO,0,0,70.1,9,19,0,2011-11-01,2004-08-01,Fully Paid,0
1033837,5000,<5k,36,7.9,156.46,A,A4,debt_consolidation,,MORTGAGE,45600.0,40-60k,Not Verified,17.16,WA,0,0,50.6,14,24,0,2011-11-01,1994-08-01,Fully Paid,0
1033681,18000,15-20k,36,10.65,586.32,B,B2,debt_consolidation,9.0,RENT,77000.0,60-80k,Verified,10.64,CA,0,0,61.6,10,22,0,2011-11-01,2001-04-01,Fully Paid,0
1033691,25000,20k+,36,7.51,777.78,A,A3,debt_consolidation,10.0,MORTGAGE,56900.0,40-60k,Verified,15.48,NJ,0,0,71.3,10,31,0,2011-11-01,1993-10-01,Fully Paid,0
1033868,18000,15-20k,36,7.9,563.23,A,A4,debt_consolidation,2.0,MORTGAGE,140000.0,100k+,Not Verified,2.69,CA,0,0,81.1,4,21,0,2011-11-01,1992-03-01,Fully Paid,0
1033854,6000,5-10k,36,15.96,210.83,C,C5,credit_card,4.0,RENT,72000.0,60-80k,Not Verified,4.15,NY,0,0,82.6,7,11,0,2011-11-01,2000-07-01,Fully Paid,0
1033669,35000,20k+,60,22.35,973.64,F,F5,credit_card,10.0,RENT,143000.0,100k+,Verified,12.95,CA,0,0,82.3,16,20,0,2011-12-01,1999-01-01,Charged Off,1
1033838,27000,20k+,36,13.49,916.13,C,C1,debt_consolidation,5.0,RENT,83000.0,80-100k,Verified,19.59,CA,0,0,92.3,3,5,0,2011-11-01,1993-03-01,Fully Paid,0
1033663,3000,<5k,36,9.91,96.68,B,B1,major_purchase,10.0,RENT,45600.0,40-60k,Not Verified,8.0,CA,0,0,52.4,5,25,0,2011-11-01,1994-11-01,Fully Paid,0
1033826,10000,5-10k,36,10.65,325.74,B,B2,debt_consolidation,1.0,RENT,68000.0,60-80k,Verified,24.19,CA,0,0,55.5,9,10,0,2011-11-01,1999-05-01,Fully Paid,0
1033807,10125,10-15k,36,14.65,349.26,C,C3,debt_consolidation,4.0,RENT,70000.0,60-80k,Source Verified,8.13,NY,0,0,69.7,12,19,0,2011-11-01,2004-12-01,Fully Paid,0
922483,8000,5-10k,36,12.42,267.33,B,B4,debt_consolidation,8.0,MORTGAGE,47000.0,40-60k,Verified,24.92,MO,0,0,89.1,13,25,0,2011-11-01,1997-12-01,Fully Paid,0
1033633,10000,5-10k,36,9.91,322.25,B,B1,debt_consolidation,6.0,RENT,45000.0,40-60k,Not Verified,7.63,MO,0,0,61.6,7,11,0,2011-11-01,2006-03-01,Fully Paid,0
1012332,35000,20k+,60,14.27,819.3,C,C2,other,0.0,RENT,121000.0,100k+,Verified,1.99,CA,0,0,40.1,10,15,0,2011-12-01,2005-10-01,Fully Paid,0
1033554,21600,20k+,60,21.67,592.53,F,F3,home_improvement,7.0,MORTGAGE,82900.0,80-100k,Verified,12.49,GA,0,0,93.0,7,25,0,2011-12-01,1998-07-01,Fully Paid,0
1033606,12000,10-15k,36,10.65,390.88,B,B2,debt_consolidation,3.0,RENT,110000.0,100k+,Not Verified,11.88,NY,0,0,88.4,7,25,0,2011-11-01,1982-01-01,Fully Paid,0
1033601,6000,5-10k,36,15.27,208.79,C,C4,debt_consolidation,10.0,RENT,49000.0,40-60k,Not Verified,23.29,NJ,0,0,72.8,12,18,0,2011-11-01,1999-08-01,Fully Paid,0
1033561,14000,10-15k,36,16.29,494.21,D,D1,credit_card,6.0,OWN,70000.0,60-80k,Source Verified,12.26,CA,0,0,95.7,5,12,0,2011-11-01,2000-07-01,Fully Paid,0
